time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-01-10T21:07:23.910Z,19.2111663818359,-155.390670776367,31.8899993896484,2.22,ml,37,156,,0.140000001,hv,hv72865157,2022-01-10T21:12:55.070Z,"9 km E of Pāhala, Hawaii",earthquake,0.59,1.58000004,4.85,3,automatic,hv,hv
2022-01-10T21:05:20.450Z,-17.4585,-178.6322,539.96,4.9,mb,,72,3.171,0.95,us,us7000gany,2022-01-21T00:13:09.040Z,"227 km ENE of Levuka, Fiji",earthquake,9.3,5.8,0.058,94,reviewed,us,us
2022-01-10T20:54:20.720Z,39.4248333,-110.2981667,-2.93,2.42,ml,17,185,0.02087,0.18,uu,uu60477027,2022-01-21T22:13:00.040Z,"16 km SSE of Sunnyside, Utah",earthquake,0.72,1.97,0.081,8,reviewed,uu,uu
2022-01-10T20:37:00.627Z,53.3948,-166.0919,35.44,3.9,mb,,160,0.513,0.76,us,us7000ganm,2022-01-21T22:11:41.040Z,"60 km SSE of Unalaska, Alaska",earthquake,3,10.9,0.21,6,reviewed,us,us
2022-01-10T20:34:34.710Z,19.2203333333333,-155.412666666667,31.17,1.5,md,11,164,,0.07,hv,hv72865127,2022-01-10T21:45:51.110Z,"7 km ENE of Pāhala, Hawaii",earthquake,0.97,0.93,0.023767223308317,5,reviewed,hv,hv
2022-01-10T20:24:57.830Z,33.3418333,-117.1465,3.96,1.23,ml,23,65,0.05728,0.15,ci,ci39908087,2022-01-10T22:45:11.021Z,"7km WSW of Pala, CA",earthquake,0.31,0.91,0.171,16,reviewed,ci,ci
2022-01-10T20:20:12.470Z,43.1548333333333,-123.340833333333,-0.33,1.16,md,5,145,0.0655,0.09,uw,uw61810381,2022-01-11T00:55:36.740Z,"Oregon",explosion,0.33,31.61,0.154753157148483,2,reviewed,uw,uw
2022-01-10T20:11:17.380Z,35.4567,44.7987,10,4.2,mb,,158,0.826,0.91,us,us7000gd7k,2022-01-21T21:49:08.040Z,"9 km SSW of Jamjamāl, Iraq",earthquake,7,1.9,0.304,6,reviewed,us,us
2022-01-10T20:10:40.260Z,32.202,-116.0613333,3.4,1.93,ml,27,120,0.3516,0.23,ci,ci39908071,2022-01-10T22:41:47.049Z,"59km SE of Campo, CA",earthquake,0.45,2.14,0.133,19,reviewed,ci,ci
2022-01-10T20:07:52.180Z,19.149,-155.471166666667,30.51,1.47,md,22,168,,0.1,hv,hv72865107,2022-01-11T00:06:39.580Z,"6 km S of Pāhala, Hawaii",earthquake,0.57,0.95,0.0670828393701643,10,reviewed,hv,hv
2022-01-10T20:03:11.588Z,38.5558,-119.5212,6.3,1.4,ml,17,126.65,0.03,0.1099,nn,nn00831497,2022-01-13T01:40:58.788Z,"1 km SW of Coleville, California",earthquake,,1,0.33,5,reviewed,nn,nn
2022-01-10T20:03:03.926Z,-25.0442,179.8704,498.93,5.7,mww,,26,4.639,0.87,us,us7000gani,2022-01-21T21:38:46.999Z,"south of the Fiji Islands",earthquake,8.5,3.5,0.063,24,reviewed,us,us
2022-01-10T20:02:47.420Z,45.9975,-112.4783333,-2,1.51,ml,16,103,0.055,0.07,mb,mb80535854,2022-01-10T23:25:36.300Z,"4 km E of Butte, Montana",quarry blast,0.44,31.61,0.207,5,reviewed,mb,mb
2022-01-10T20:01:36.640Z,11.9298,-87.1545,45.4,4.4,mb,,167,0.745,0.83,us,us7000ganj,2022-01-21T21:15:15.040Z,"61 km S of Corinto, Nicaragua",earthquake,4.3,8.3,0.081,44,reviewed,us,us
2022-01-10T19:56:03.160Z,48.6203333333333,-123.062833333333,15.04,1.54,ml,9,132,0.04292,0.12,uw,uw61810371,2022-01-11T00:37:03.560Z,"9 km WNW of Orcas, Washington",earthquake,0.41,0.66,0.115610841012596,3,reviewed,uw,uw
2022-01-10T19:54:14.314Z,-22.6278,-174.9111,10,5,mb,,66,7.139,1.08,us,us7000gank,2022-01-21T21:09:41.040Z,"143 km S of ‘Ohonua, Tonga",earthquake,10.6,1.7,0.077,54,reviewed,us,us
2022-01-10T19:52:06.530Z,48.6216666666667,-123.059166666667,14.15,1.79,ml,22,90,0.04557,0.16,uw,uw61810366,2022-01-10T22:45:31.910Z,"8 km WNW of Orcas, Washington",earthquake,0.29,0.51,0.189439813969254,5,reviewed,uw,uw
2022-01-10T19:42:58.150Z,38.8138333,-122.7838333,1.64,1.31,md,42,38,0.002526,0.05,nc,nc73676641,2022-01-15T01:13:11.268Z,"5km NNW of The Geysers, CA",earthquake,0.15,0.23,0.127,10,reviewed,nc,nc
2022-01-10T19:39:58.330Z,36.7305,-121.3373333,8.51,1.33,md,19,101,0.06777,0.06,nc,nc73676636,2022-01-15T00:27:11.685Z,"7km SSW of Tres Pinos, CA",earthquake,0.29,0.61,0.153,16,reviewed,nc,nc
2022-01-10T19:36:49.870Z,34.3373333,-116.85,-1.41,1.76,ml,28,55,0.02148,0.2,ci,ci39908055,2022-01-11T18:23:56.535Z,"8km N of Big Bear City, CA",quarry blast,0.34,31.61,0.17,70,reviewed,ci,ci
2022-01-10T19:35:38.230Z,37.5256667,-118.4781667,6.22,0.95,md,9,225,0.1039,0.03,nc,nc73676631,2022-01-10T20:02:22.746Z,"16km NE of Round Valley, CA",earthquake,1.8,4.68,0.263,8,reviewed,nc,nc
2022-01-10T19:35:26.420Z,37.9845,-122.45,0,1.22,md,15,107,0.02616,0.09,nc,nc73676626,2022-01-15T00:31:23.603Z,"7km ESE of Santa Venetia, CA",quarry blast,0.23,31.61,0.231,5,reviewed,nc,nc
2022-01-10T19:33:09.640Z,35.8515,-120.671,8.67,1.45,md,35,44,0.0472,0.07,nc,nc73676621,2022-01-15T02:57:10.914Z,"11km NNE of San Miguel, CA",earthquake,0.23,0.7,0.137,20,reviewed,nc,nc
2022-01-10T19:26:44.810Z,34.877,-97.81716667,7.6,1.3,ml,55,54,0.06838658022,0.4,ok,ok2022arya,2022-01-11T14:12:11.541Z,"5 km SW of Alex, Oklahoma",earthquake,,0.9,0.24,24,reviewed,ok,ok
2022-01-10T19:26:09.400Z,39.424,-110.3121667,-1.33,1.87,md,8,194,0.01002,0.05,uu,uu60477012,2022-01-10T20:31:21.910Z,"15 km SSE of Sunnyside, Utah",earthquake,0.6,0.28,0.179,8,reviewed,uu,uu
2022-01-10T19:20:51.350Z,-56.0504,-26.6483,35,4.9,mb,,70,5.91,0.62,us,us7000gd7i,2022-01-21T20:12:28.040Z,"South Sandwich Islands region",earthquake,12.4,1.9,0.086,43,reviewed,us,us
2022-01-10T19:18:49.272Z,36.2233,140.7837,84.74,4.3,mb,,152,2.101,0.56,us,us7000gan8,2022-01-21T19:52:30.040Z,"near the east coast of Honshu, Japan",earthquake,6.2,7.1,0.148,13,reviewed,us,us
2022-01-10T19:12:40.453Z,60.5412,-150.7178,42.3,1.5,ml,,,,0.82,ak,ak022gurd59,2022-01-10T19:27:39.174Z,"2 km E of Sterling, Alaska",earthquake,,1,,,automatic,ak,ak
2022-01-10T19:06:49.430Z,37.6216667,-121.681,7.38,1.26,md,27,74,0.05355,0.07,nc,nc73676606,2022-01-15T02:31:11.753Z,"10km SE of Livermore, CA",earthquake,0.21,0.83,0.125,22,reviewed,nc,nc
2022-01-10T19:01:22.300Z,39.4231667,-110.3126667,-1.3,1.67,md,7,194,0.009675,0.09,uu,uu60477007,2022-01-10T20:27:13.170Z,"15 km SSE of Sunnyside, Utah",earthquake,0.66,0.26,0.241,6,reviewed,uu,uu
2022-01-10T19:00:13.660Z,19.1773338317871,-155.486328125,35.6500015258789,1.87,md,37,81,,0.189999998,hv,hv72865032,2022-01-10T19:03:26.590Z,"2 km SSW of Pāhala, Hawaii",earthquake,0.76,0.939999998,1.10000002,6,automatic,hv,hv
2022-01-10T18:59:47.680Z,39.413,-123.3271667,6.78,1.8,md,18,96,0.02554,0.07,nc,nc73676601,2022-01-14T23:59:12.510Z,"2km E of Willits, CA",earthquake,0.25,0.48,0.13,13,reviewed,nc,nc
2022-01-10T18:59:47.040Z,35.6485,-115.9283333,1.74,2.61,ml,16,67,0.2122,0.18,ci,ci39908023,2022-01-21T19:51:26.040Z,"35km SE of Tecopa, CA",earthquake,0.33,1.27,0.167,72,reviewed,ci,ci
2022-01-10T18:57:13.063Z,38.53,-119.3801,2.9,1.2,ml,11,112.21,0.123,0.0994,nn,nn00831536,2022-01-11T02:36:43.822Z,"8 km E of Walker, California",earthquake,,4.4,0.06,2,reviewed,nn,nn
2022-01-10T18:37:30.450Z,38.5208,-119.3174,8.4,1.6,ml,18,96.56,0.171,0.1905,nn,nn00831489,2022-01-10T19:55:39.389Z,"13 km E of Walker, California",earthquake,,3,0.31,7,reviewed,nn,nn
2022-01-10T18:31:39.200Z,19.406,-155.273666666667,11.46,1.65,md,21,44,,0.1,hv,hv72864992,2022-01-10T20:18:53.480Z,"5 km SW of Volcano, Hawaii",earthquake,0.43,0.51,0.0398646062211815,4,reviewed,hv,hv
2022-01-10T18:29:47.864Z,35.526,44.9254,10,4.5,mb,,77,0.455,0.76,us,us7000gamy,2022-01-21T19:49:28.865Z,"8 km E of Jamjamāl, Iraq",earthquake,5.1,1.8,0.082,43,reviewed,us,us
2022-01-10T18:27:39.377Z,60.4161,-140.3984,32,2.3,ml,,,,0.62,ak,ak022gu9575,2022-01-10T18:32:52.290Z,"103 km NNW of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-01-10T18:07:36.886Z,29.7699,50.9831,10,4.2,mb,,89,6.68,0.82,us,us7000gd79,2022-01-21T19:36:28.040Z,"49 km ENE of Bandar-e Genāveh, Iran",earthquake,10,1.9,0.159,11,reviewed,us,us
2022-01-10T18:06:38.540Z,36.5688333,-121.1141667,7.38,1.16,md,15,121,0.0447,0.13,nc,nc73676591,2022-01-15T02:06:10.592Z,"5km NNE of Pinnacles, CA",earthquake,0.42,0.74,0.197,13,reviewed,nc,nc
2022-01-10T17:58:36.659Z,29.6652,51.1191,10,4,mb,,86,6.523,0.93,us,us7000gamp,2022-01-21T19:24:46.040Z,"44 km NNW of Borāzjān, Iran",earthquake,9.4,1.9,0.104,25,reviewed,us,us
2022-01-10T17:53:04.150Z,39.4265,-110.325,-1.23,1.75,md,4,168,0.002398,0.02,uu,uu60476997,2022-01-10T19:57:56.330Z,"14 km SSE of Sunnyside, Utah",earthquake,1.62,0.18,0.2,4,reviewed,uu,uu
2022-01-10T17:46:44.482Z,28.2228,57.0811,10,4.2,mb,,77,3.357,0.96,us,us7000gamg,2022-01-21T18:30:32.040Z,"119 km SSE of Kūh Sefīd, Iran",earthquake,9.6,1.9,0.092,33,reviewed,us,us
2022-01-10T17:45:57.152Z,59.6582,-153.3729,107.9,2,ml,,,,0.5,ak,ak022gtrltq,2022-01-10T17:53:03.617Z,"43 km ESE of Pedro Bay, Alaska",earthquake,,1,,,automatic,ak,ak
2022-01-10T17:32:27.350Z,19.3765,-155.272166666667,12.73,1.55,md,21,126,,0.15,hv,hv72864907,2022-01-10T23:11:39.350Z,"8 km SSW of Volcano, Hawaii",earthquake,0.64,0.63,0.0939851126778835,5,reviewed,hv,hv
2022-01-10T17:30:06.810Z,19.2285,-155.386333333333,31.44,1.6,md,31,149,,0.11,hv,hv72864892,2022-01-10T20:54:34.180Z,"10 km ENE of Pāhala, Hawaii",earthquake,0.48,0.57,0.156538539240735,18,reviewed,hv,hv
2022-01-10T17:28:38.300Z,39.4278333,-110.3236667,-1.15,0.98,md,4,183,0.00389,0.02,uu,uu60476992,2022-01-10T20:44:13.820Z,"14 km SSE of Sunnyside, Utah",earthquake,1.84,0.35,0.236,3,reviewed,uu,uu
2022-01-10T17:15:47.600Z,19.408,-155.275,11.59,1.78,md,17,91,,0.09,hv,hv72864877,2022-01-10T20:41:03.720Z,"5 km SW of Volcano, Hawaii",earthquake,0.46,0.58,0.0512766187509927,8,reviewed,hv,hv
2022-01-10T17:14:28.163Z,59.8877,-153.4582,138.2,2,ml,,,,0.52,ak,ak022gtkwev,2022-01-21T18:18:17.040Z,"38 km ENE of Pedro Bay, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-01-10T17:11:37.110Z,19.4131666666667,-155.277833333333,12.36,1.91,md,23,83,,0.12,hv,hv72864872,2022-01-10T20:54:03.610Z,"5 km SW of Volcano, Hawaii",earthquake,0.5,0.44,0.0926359457230113,8,reviewed,hv,hv
2022-01-10T17:05:52.548Z,38.1749,-117.8626,5.1,1.5,ml,17,112.99,0.084,0.133,nn,nn00831484,2022-01-13T01:31:39.672Z,"32 km SE of Mina, Nevada",earthquake,,3.6,0.42,6,reviewed,nn,nn
2022-01-10T16:49:29.130Z,19.4318332672119,-155.620666503906,-0.270000010728836,1.83,ml,13,105,,0.280000001,hv,hv72864852,2022-01-10T16:54:59.790Z,"25 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.9,1.24000001,3.96,3,automatic,hv,hv
2022-01-10T16:48:25.320Z,40.3688333,-124.7571667,18.48,2.71,md,27,266,0.327,0.25,nc,nc73676581,2022-01-20T21:16:48.040Z,"40km W of Petrolia, CA",earthquake,1.15,0.73,0.204,36,reviewed,nc,nc
2022-01-10T16:45:09.720Z,40.2328333,-124.1595,11.49,1.83,md,13,146,0.06328,0.06,nc,nc73676576,2022-01-15T01:14:11.276Z,"15km SE of Petrolia, CA",earthquake,0.33,0.51,0.12,7,reviewed,nc,nc
2022-01-10T16:41:02.582Z,-33.5603,179.6777,10,4.7,mb,,136,4.146,0.47,us,us7000gd77,2022-01-20T21:13:11.040Z,"south of the Kermadec Islands",earthquake,8.7,1.9,0.224,8,reviewed,us,us
2022-01-10T16:39:30.780Z,36.2255,-95.82316667,0,1.32,ml,54,118,0.3158380218,0.58,ok,ok2022arsn,2022-01-11T14:02:56.194Z,"5 km SSE of Owasso, Oklahoma",quarry blast,,0.6,0.2,24,reviewed,ok,ok
2022-01-10T16:36:29.742Z,63.556,-150.9026,6.3,2.1,ml,,,,0.83,ak,ak022gt46ou,2022-01-10T16:48:18.586Z,"40 km E of Denali National Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-01-10T16:28:24.280Z,19.4116666666667,-155.275833333333,9.57,1.15,md,15,91,,0.1,hv,hv72864837,2022-01-10T21:11:39.590Z,"5 km SW of Volcano, Hawaii",earthquake,0.53,0.75,0.055831975880667,4,reviewed,hv,hv
2022-01-10T16:23:25.973Z,61.6398,-148.0402,14.2,1.5,ml,,,,0.62,ak,ak022gt1e3a,2022-01-10T16:27:35.690Z,"27 km SW of Glacier View, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-01-10T16:22:48.635Z,2.0281,127.6504,85.39,4.4,mb,,99,1.279,0.64,us,us7000gd75,2022-01-20T21:00:27.040Z,"51 km NW of Tobelo, Indonesia",earthquake,8.8,8.9,0.134,16,reviewed,us,us
2022-01-10T16:22:41.283Z,63.7626,-149.7866,54.3,2.2,ml,,,,0.98,ak,ak022gt17di,2022-01-10T16:35:46.738Z,"41 km WSW of Healy, Alaska",earthquake,,1.3,,,automatic,ak,ak
2022-01-10T16:15:16.890Z,19.397,-155.2695,10.02,1,md,18,86,,0.11,hv,hv72864822,2022-01-10T22:24:08.080Z,"6 km SW of Volcano, Hawaii",earthquake,0.52,0.7,0.0639518137916119,7,reviewed,hv,hv
2022-01-10T16:12:51.561Z,32.8965,137.7136,339.33,4.2,mb,,60,1.753,0.65,us,us7000gajx,2022-01-20T20:43:04.040Z,"185 km ESE of Shingū, Japan",earthquake,8,5.7,0.075,49,reviewed,us,us
2022-01-10T15:59:03.243Z,37.4051,20.3878,10,4.5,mb,,60,1.246,0.97,us,us7000gd7b,2022-01-20T15:00:30.040Z,"52 km SW of Lithakiá, Greece",earthquake,3.7,1.9,0.171,10,reviewed,us,us
2022-01-10T15:43:09.410Z,35.6806667,-117.5356667,7.33,1.09,ml,18,86,0.1114,0.13,ci,ci39907823,2022-01-10T21:57:30.540Z,"14km ENE of Ridgecrest, CA",earthquake,0.31,0.58,0.149,12,reviewed,ci,ci
2022-01-10T15:42:28.106Z,-32.9984,-70.8799,73.37,4,ml,,80,0.225,0.29,us,us7000gajq,2022-01-10T17:21:45.463Z,"18 km SSE of Llaillay, Chile",earthquake,4.9,2.3,0.059,38,reviewed,us,us
2022-01-10T15:38:27.290Z,51.8845,-176.571666666667,4.45,1.32,ml,4,247,,0.16,av,av91046773,2022-01-11T00:46:32.490Z,"4 km ENE of Adak, Alaska",earthquake,1.45,1.14,0.263584696815359,4,reviewed,av,av
2022-01-10T15:32:48.870Z,36.7741667,-121.2921667,10.7,1.35,md,27,71,0.07377,0.09,nc,nc73676546,2022-01-15T00:52:11.119Z,"3km SE of Tres Pinos, CA",earthquake,0.21,0.47,0.253,27,reviewed,nc,nc
2022-01-10T15:16:59.533Z,19.4961,-68.5817,10,2.9,ml,,310,0.994,0.36,us,us7000gajl,2022-01-10T16:09:27.040Z,"74 km NE of Miches, Dominican Republic",earthquake,5,2,0.071,26,reviewed,us,us
2022-01-10T15:16:32.600Z,33.1848333,-116.0318333,8.67,0.96,ml,20,55,0.1025,0.14,ci,ci39907791,2022-01-10T21:53:43.507Z,"10km ENE of Ocotillo Wells, CA",earthquake,0.26,0.91,0.182,13,reviewed,ci,ci
2022-01-10T15:15:40.010Z,19.3981666666667,-155.272,12.27,1.51,md,32,64,,0.12,hv,hv72864757,2022-01-10T21:04:22.140Z,"6 km SW of Volcano, Hawaii",earthquake,0.38,0.28,0.256761363781496,17,reviewed,hv,hv
2022-01-10T15:11:32.460Z,64.8291,-152.7267,1.3,1.9,ml,,,,0.43,ak,ak022gsdee6,2022-01-10T15:15:07.543Z,"48 km SW of Tanana, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-01-10T15:09:12.340Z,19.3918333333333,-155.2755,11.85,1.21,md,22,80,,0.13,hv,hv72864747,2022-01-10T21:15:49.620Z,"7 km SW of Volcano, Hawaii",earthquake,0.43,0.3,0.121780485282856,9,reviewed,hv,hv
2022-01-10T15:07:58.875Z,-33.9788,179.5776,10,4.6,mb,,183,3.722,1.14,us,us7000gd73,2022-01-20T14:43:33.040Z,"south of the Kermadec Islands",earthquake,14.1,2,0.222,9,reviewed,us,us
2022-01-10T15:01:34.370Z,19.3808333333333,-155.273,16.59,1.57,md,31,52,,0.14,hv,hv72864737,2022-01-10T21:26:28.330Z,"7 km SSW of Volcano, Hawaii",earthquake,0.4,0.36,0.218520234408152,13,reviewed,hv,hv
2022-01-10T14:50:15.760Z,19.3891666666667,-155.268666666667,12.34,1.02,md,26,81,,0.12,hv,hv72864727,2022-01-10T22:03:48.760Z,"6 km SSW of Volcano, Hawaii",earthquake,0.38,0.29,0.180339648021115,12,reviewed,hv,hv
2022-01-10T14:44:59.111Z,-33.8497,179.78,10,4.8,mb,,90,3.893,0.51,us,us7000gaju,2022-01-20T14:32:51.040Z,"south of the Kermadec Islands",earthquake,5.8,1.8,0.131,20,reviewed,us,us
2022-01-10T14:44:38.520Z,19.4001666666667,-155.279166666667,12.85,1.34,md,26,65,,0.15,hv,hv72864722,2022-01-10T22:11:56.310Z,"6 km SW of Volcano, Hawaii",earthquake,0.37,0.24,0.199803332449882,13,reviewed,hv,hv
2022-01-10T14:35:40.625Z,38.6758,-97.5439,5,3.1,mb_lg,,104,0.71,0.21,us,us7000gajg,2022-01-11T13:21:07.009Z,"Kansas",earthquake,1.9,2,0.047,122,reviewed,us,us
2022-01-10T14:34:32.051Z,60.6192,-150.4501,45.3,1.9,ml,,,,0.44,ak,ak022grww85,2022-01-10T14:37:53.346Z,"19 km ENE of Sterling, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-01-10T14:32:42.962Z,-14.8128,168.0575,10,4.6,mb,,119,1.038,0.9,us,us7000gd6y,2022-01-20T14:29:09.040Z,"108 km ENE of Port-Olry, Vanuatu",earthquake,4.2,1.9,0.165,11,reviewed,us,us
2022-01-10T14:31:27.250Z,40.9622,-114.9424,13.6,3.7,ml,15,94.86,0.312,0.1579,nn,nn00831477,2022-01-19T22:15:49.040Z,"16 km S of Wells, Nevada",earthquake,,1.2,0.3,9,reviewed,nn,nn
2022-01-10T14:24:27.228Z,-5.6261,130.5724,111.89,4.4,mb,,128,2.449,0.31,us,us7000gd72,2022-01-19T21:55:05.040Z,"241 km W of Tual, Indonesia",earthquake,10.4,12.2,0.309,5,reviewed,us,us
2022-01-10T14:20:24.580Z,38.5431667,-119.5733333,-0.54,1.69,md,8,84,0.05984,0.05,nc,nc73676531,2022-01-15T03:50:11.197Z,"9km WNW of Walker, CA",earthquake,0.32,2.73,0.055,5,reviewed,nc,nc
2022-01-10T14:06:55.610Z,38.5513,-119.487,4,1.3,ml,14,153.72,0.043,0.2443,nn,nn00831470,2022-01-10T14:14:48.881Z,"2 km SE of Coleville, California",earthquake,,0.6,0.11,7,automatic,nn,nn
2022-01-10T13:37:30.484Z,59.7804,-152.2828,71.6,1.6,ml,,,,0.51,ak,ak022grc3nc,2022-01-10T13:41:36.978Z,"25 km W of Anchor Point, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-01-10T13:23:46.097Z,38.5381,-119.5288,5.9,1.1,ml,9,174.1,0.048,0.2401,nn,nn00831468,2022-01-10T13:27:56.870Z,"3 km SSW of Coleville, California",earthquake,,0.7,0,1,automatic,nn,nn
2022-01-10T13:21:19.057Z,50.3002,-176.975,10,4,mb,,218,1.558,0.43,us,us7000gd6w,2022-01-19T18:02:30.040Z,"176 km S of Adak, Alaska",earthquake,6.9,1.7,0.108,23,reviewed,us,us
2022-01-10T13:20:10.190Z,48.2405,-121.315333333333,8.23,1.93,ml,15,108,0.1707,0.24,uw,uw61810326,2022-01-15T18:00:49.379Z,"21 km E of Darrington, Washington",earthquake,0.42,0.83,0.0816831600736895,3,reviewed,uw,uw
2022-01-10T13:12:43.581Z,23.5211,126.1874,10,4.4,mb,,91,3.053,0.6,us,us7000gd76,2022-01-19T17:40:17.040Z,"168 km SSE of Hirara, Japan",earthquake,7.3,1.9,0.24,7,reviewed,us,us
2022-01-10T13:10:17.654Z,-33.9223,179.2159,10,4.6,mb,,119,3.706,0.58,us,us7000gd6u,2022-01-19T17:28:31.040Z,"south of the Kermadec Islands",earthquake,12.8,1.9,0.273,7,reviewed,us,us
2022-01-10T12:57:24.600Z,19.2471675872803,-155.413497924805,33.5,2.3,ml,47,126,,0.119999997,hv,hv72864642,2022-01-10T13:03:28.040Z,"8 km NE of Pāhala, Hawaii",earthquake,0.51,0.699999988,3.64,12,automatic,hv,hv
2022-01-10T12:48:35.490Z,35.4785,-119.1933333,22.67,1.8,ml,27,51,0.1522,0.26,ci,ci39907663,2022-01-10T21:33:24.070Z,"8km ESE of Shafter, CA",earthquake,0.45,1.04,0.138,26,reviewed,ci,ci
2022-01-10T12:46:10.950Z,42.6239,-108.3442,14.6,2.7,ml,,78,0.906,0.5,us,us7000gaj6,2022-01-10T12:58:06.040Z,"34 km ENE of Atlantic City, Wyoming",earthquake,1.9,8.4,0.043,72,reviewed,us,us
2022-01-10T12:43:16.420Z,19.6691665649414,-155.085159301758,34.9300003051758,1.71000004,md,34,107,,0.129999995,hv,hv72864637,2022-01-10T12:46:38.910Z,"6 km S of Hilo, Hawaii",earthquake,0.73,0.930000007,0.680000007,3,automatic,hv,hv
2022-01-10T12:27:26.325Z,63.0937,-149.4199,74.3,2.1,ml,,,,0.94,ak,ak022gqoijm,2022-01-10T12:34:49.537Z,"40 km SW of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-01-10T12:23:56.770Z,33.5895,-116.8106667,6.23,1.38,ml,60,22,0.03909,0.18,ci,ci39907639,2022-01-11T06:49:12.350Z,"13km WNW of Anza, CA",earthquake,0.17,0.43,0.25,28,reviewed,ci,ci
2022-01-10T11:40:02.636Z,38.3024,-119.2001,7.3,1.5,ml,17,87.35,0.194,0.2216,nn,nn00831464,2022-01-10T11:43:30.175Z,"5 km NNE of Bridgeport, California",earthquake,,1.4,0.38,6,automatic,nn,nn
2022-01-10T11:39:09.980Z,17.9731,-66.9651,8,1.6,md,3,325,0.0792,0.01,pr,pr2022010002,2022-01-10T11:58:48.651Z,"5 km WSW of Fuig, Puerto Rico",earthquake,1.15,1.33,0.08,2,reviewed,pr,pr
2022-01-10T11:32:53.757Z,31.66672286,-104.396447,7.288427734,2.6,ml,19,61,0.08895951411,0.3,tx,tx2022arik,2022-01-10T22:17:32.503Z,"56 km S of Whites City, New Mexico",earthquake,1.179638315,1.234092189,0.1,11,reviewed,tx,tx
2022-01-10T11:30:27.109Z,31.70908997,-104.1773782,6.799975586,2.3,ml,19,51,0.0534679603,0.3,tx,tx2022arih,2022-01-11T23:27:59.805Z,"54 km W of Mentone, Texas",earthquake,0.9585319169999998,0.9195645821,0.1,8,reviewed,tx,tx
2022-01-10T11:16:46.630Z,61.3648,-149.9146,36.7,1.7,ml,,,,0.41,ak,ak022gq0rnb,2022-01-10T11:20:21.182Z,"3 km E of Point MacKenzie, Alaska",earthquake,,1.6,,,automatic,ak,ak
2022-01-10T11:16:28.483Z,-18.1289,-178.1817,594.84,4.8,mb,,85,3.605,1.01,us,us7000gaiz,2022-01-10T11:30:24.040Z,"264 km E of Levuka, Fiji",earthquake,5.9,10,0.097,33,reviewed,us,us
2022-01-10T11:06:52.030Z,38.7801667,-122.7325,2.25,1.22,md,40,51,0.004506,0.07,nc,nc73676466,2022-01-15T01:41:11.434Z,"2km E of The Geysers, CA",earthquake,0.19,0.26,0.163,8,reviewed,nc,nc
2022-01-10T11:05:07.050Z,19.4021666666667,-155.270833333333,9.22,1.42,md,30,58,,0.12,hv,hv72864547,2022-01-10T22:33:47.900Z,"Island of Hawaii, Hawaii",earthquake,0.28,0.32,0.212072701594823,10,reviewed,hv,hv
2022-01-10T10:59:32.641Z,-24.7796,-176.0645,25.61,5.3,mww,,130,8.891,1.52,us,us7000gaiu,2022-01-10T16:35:44.040Z,"south of the Fiji Islands",earthquake,11,4.1,0.068,21,reviewed,us,us
2022-01-10T10:53:10.122Z,38.1951,-117.8059,1.8,1.4,ml,18,156.49,0.133,0.2525,nn,nn00831462,2022-01-10T10:56:59.588Z,"34 km SE of Mina, Nevada",earthquake,,1.5,0.78,8,automatic,nn,nn
2022-01-10T10:45:38.880Z,19.4026666666667,-155.274,13.85,1.56,md,35,33,,0.19,hv,hv72864527,2022-01-10T22:39:50.190Z,"6 km SW of Volcano, Hawaii",earthquake,0.48,0.24,0.160003224895123,15,reviewed,hv,hv
2022-01-10T10:42:33.760Z,19.1871662139893,-155.427169799805,32.0499992370605,2.11999989,md,25,169,,0.129999995,hv,hv72864522,2022-01-10T10:45:41.900Z,"5 km ESE of Pāhala, Hawaii",earthquake,0.62,0.800000012,1.04999995,3,automatic,hv,hv
2022-01-10T10:36:33.604Z,62.4186,-148.3654,30.3,2.2,ml,,,,0.88,ak,ak022gpjldg,2022-01-10T10:44:07.036Z,"69 km N of Chickaloon, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-01-10T10:28:15.391Z,-9.1233,112.7877,41.26,4.4,mb,,110,1.496,0.93,us,us7000gain,2022-01-10T10:43:32.040Z,"100 km S of Dampit, Indonesia",earthquake,8.3,8.8,0.139,15,reviewed,us,us
2022-01-10T10:23:36.910Z,37.6053333,-121.9998333,5.11,1.09,md,27,75,0.007586,0.07,nc,nc73676456,2022-01-10T17:43:10.735Z,"2km ENE of Union City, CA",earthquake,0.19,0.2,0.14,16,reviewed,nc,nc
2022-01-10T10:06:56.810Z,36.106,-117.8778333,2.94,1.26,ml,21,80,0.0219,0.1,ci,ci39907551,2022-01-10T20:14:28.075Z,"9km NE of Coso Junction, CA",earthquake,0.16,0.32,0.238,18,reviewed,ci,ci
